epoch,train_loss,train_acc,test_loss,test_acc
1,1.6408132869569236,0.39322,1.3447904761429805,0.5091
2,1.2550834880003234,0.54542,1.1935084686157809,0.5652
3,1.090363407455137,0.60564,1.1120673979923223,0.5891
4,0.9544499169682603,0.65504,1.0519465473806782,0.6242
5,0.831383492826196,0.70432,1.0001401882262746,0.6449
