epoch,train_loss,train_acc,test_loss,test_acc
1,1.5382522408614683,0.43856,1.311159735993494,0.5327
2,1.1558741091767235,0.58886,0.9782499474815175,0.6578
3,0.9564996395269623,0.66154,0.9105155332179009,0.6889
4,0.8172734302023182,0.71088,0.722777701631377,0.747
5,0.7030530987340776,0.75136,0.6787737094903294,0.7619
